PIDM,PACIFIC_ID,LAST_NAME,FIRST_NAME,MI_NAME,PREF_FIRST_NAME,LFMI,FMIL,PREFIX,SUFFIX,CONFID_IND,GENDER,BIRTH_DATE,AGE,DEAD_IND,DEAD_DATE,ETHN_CODE,ETHN_DESC,NEW_ETHN_DESC,RELG_CODE,RELG_DESC,CITZ_CODE,CITZ_DESC,VTYP_CODE,VTYP_DESC,NON_RESIDENT_IND,BIRTH_NATN_DESC,LEGAL_NATN_DESC,FIRST_GEN_STDN_IND,TERM_CODE,TERM_DESC,REG_DETL,FIN_ACPT,ESTS_CODE,ESTS_DESC,ESTS_DATE,CREDIT_HR_THIS_TERM,BILL_HR_THIS_TERM,INIT_ENRL_TERM_CODE,INIT_ENRL_TERM_DESC,INIT_ENRL_REG_DETL,INIT_ENRL_FIN_ACPT,LAST_ENRL_TERM_CODE,LAST_ENRL_TERM_DESC,LAST_ENRL_REG_DETL,LAST_ENRL_FIN_ACPT,REG_ACCESS_CODE,RGRP_CODE,RGRP_BEGIN_DATE,RGRP_BEGIN_TIME,RGRP_END_DATE,RGRP_END_TIME,REG_HOLD_IND,REG_HOLD_CODES,TERM_CODE_EFF,TERM_DESC_EFF,FULL_PART_IND,STST_CODE,STST_DESC,CAMP_CODE,CAMP_DESC,SITE_CODE,SITE_DESC,LEVL_CODE,LEVL_DESC,CLAS_CODE,CLAS_DESC,RATE_CODE,RATE_DESC,RESD_CODE,RESD_DESC,STYP_CODE,STYP_DESC,EXP_GRAD_DATE,TERM_CODE_GRAD,TERM_DESC_GRAD,ACYR_CODE_GRAD,ACYR_DESC_GRAD,CHRT_CODE_ALL,CHRT_DESC_ALL,CHRT_CODE_SJCOE,CHRT_DESC_SJCOE,STDN_ATTR_CODES,STDN_ATTR_DESCS,SPRT_1_CODE,SPRT_1_DESC,SPRT_2_CODE,SPRT_2_DESC,VETC_1_CODE,VETC_1_DESC,INIT_TERM_CODE_EFF,INIT_TERM_DESC_EFF,INIT_LEVL_CODE,INIT_LEVL_DESC,INIT_STYP_CODE,INIT_STYP_DESC,CURR_1_ADMIT_TERM_CODE,CURR_1_ADMIT_TERM_DESC,CURR_1_CTLG_TERM_CODE,CURR_1_CTLG_TERM_DESC,CURR_1_PROGRAM_CODE,CURR_1_PROGRAM_DESC,CURR_1_DEGC_CODE,CURR_1_DEGC_DESC,CURR_1_COLL_CODE,CURR_1_COLL_DESC,CURR_1_1_MAJR_CODE,CURR_1_1_MAJR_DESC,CURR_1_1_DEPT_CODE,CURR_1_1_DEPT_DESC,CURR_1_1_1_CONC_CODE,CURR_1_1_1_CONC_DESC,CURR_1_1_2_CONC_CODE,CURR_1_1_2_CONC_DESC,CURR_1_1_3_CONC_CODE,CURR_1_1_3_CONC_DESC,CURR_1_2_MAJR_CODE,CURR_1_2_MAJR_DESC,CURR_1_2_DEPT_CODE,CURR_1_2_DEPT_DESC,CURR_1_2_1_CONC_CODE,CURR_1_2_1_CONC_DESC,CURR_1_2_2_CONC_CODE,CURR_1_2_2_CONC_DESC,CURR_1_2_3_CONC_CODE,CURR_1_2_3_CONC_DESC,CURR_1_1_MINR_CODE,CURR_1_1_MINR_DESC,CURR_1_2_MINR_CODE,CURR_1_2_MINR_DESC,CURR_2_ADMIT_TERM_CODE,CURR_2_ADMIT_TERM_DESC,CURR_2_CTLG_TERM_CODE,CURR_2_CTLG_TERM_DESC,CURR_2_PROGRAM_CODE,CURR_2_PROGRAM_DESC,CURR_2_DEGC_CODE,CURR_2_DEGC_DESC,CURR_2_COLL_CODE,CURR_2_COLL_DESC,CURR_2_1_MAJR_CODE,CURR_2_1_MAJR_DESC,CURR_2_1_DEPT_CODE,CURR_2_1_DEPT_DESC,CURR_2_1_1_CONC_CODE,CURR_2_1_1_CONC_DESC,CURR_2_1_2_CONC_CODE,CURR_2_1_2_CONC_DESC,CURR_2_1_3_CONC_CODE,CURR_2_1_3_CONC_DESC,CURR_2_2_MAJR_CODE,CURR_2_2_MAJR_DESC,CURR_2_2_DEPT_CODE,CURR_2_2_DEPT_DESC,CURR_2_2_1_CONC_CODE,CURR_2_2_1_CONC_DESC,CURR_2_2_2_CONC_CODE,CURR_2_2_2_CONC_DESC,CURR_2_2_3_CONC_CODE,CURR_2_2_3_CONC_DESC,CURR_2_1_MINR_CODE,CURR_2_1_MINR_DESC,CURR_2_2_MINR_CODE,CURR_2_2_MINR_DESC,ASTD_TERM_CODE,ASTD_TERM_DESC,ASTD_CODE,ASTD_DESC,ASTD_DATE,TERM_INST_HRS_ATTEMPTED,TERM_INST_HRS_EARNED,TERM_INST_HRS_PASSED,TERM_INST_HRS_GPA,TERM_INST_GPA,TERM_INST_QLTY_PNTS,TRAN_HRS_ATTEMPTED,TRAN_HRS_EARNED,TRAN_HRS_PASSED,TRAN_HRS_GPA,TRAN_GPA,TRAN_QLTY_PNTS,INST_HRS_ATTEMPTED,INST_HRS_EARNED,INST_HRS_PASSED,INST_HRS_GPA,INST_GPA,INST_QLTY_PNTS,OVRL_HRS_ATTEMPTED,OVRL_HRS_EARNED,OVRL_HRS_PASSED,OVRL_HRS_GPA,OVRL_GPA,OVRL_QLTY_PNTS,AW_DEGR_1_DEGC_CODE,AW_DEGR_1_DEGC_DESC,AW_DEGR_1_LEVL_CODE,AW_DEGR_1_LEVL_DESC,AW_DEGR_1_DATE,AW_DEGR_2_DEGC_CODE,AW_DEGR_2_DEGC_DESC,AW_DEGR_2_LEVL_CODE,AW_DEGR_2_LEVL_DESC,AW_DEGR_2_DATE,AW_DEGR_3_DEGC_CODE,AW_DEGR_3_DEGC_DESC,AW_DEGR_3_LEVL_CODE,AW_DEGR_3_LEVL_DESC,AW_DEGR_3_DATE,ADVR_1_PACIFIC_ID,ADVR_1_LAST_NAME,ADVR_1_FIRST_NAME,ADVR_1_MI_NAME,ADVR_1_LFMI,ADVR_1_FMIL,ADVR_1_CODE,ADVR_1_DESC,ADVR_1_PRI_IND,ADVR_2_PACIFIC_ID,ADVR_2_LAST_NAME,ADVR_2_FIRST_NAME,ADVR_2_MI_NAME,ADVR_2_LFMI,ADVR_2_FMIL,ADVR_2_CODE,ADVR_2_DESC,ADVR_3_PACIFIC_ID,ADVR_3_LAST_NAME,ADVR_3_FIRST_NAME,ADVR_3_MI_NAME,ADVR_3_LFMI,ADVR_3_FMIL,ADVR_3_CODE,ADVR_3_DESC,HS_SBGI_CODE,HS_SBGI_DESC,HS_GPA,CUMGPA_SBGI_CODE,CUMGPA_SBGI_DESC,CUMGPA_HRS_TRAN,CUMGPA_GPA_TRAN,LATEST_HONR_CMNT_CODE,LATEST_HONR_CMNT_DESC,LATEST_HONR_CMNT_DATE,PAC_EMAIL,PACIFICNET_ID,LO_STREET_LINE1,LO_STREET_LINE2,LO_STREET_LINE3,LO_CITY,LO_STAT_CODE,LO_STAT_DESC,LO_ZIP,LO_CNTY_CODE,LO_CNTY_DESC,LO_NATN_CODE,LO_NATN_DESC,LO_ASRC_CODE,LO_ASRC_DESC,LO_UNLIST_IND,LO_TELEPHONE,MA_STREET_LINE1,MA_STREET_LINE2,MA_STREET_LINE3,MA_CITY,MA_STAT_CODE,MA_STAT_DESC,MA_ZIP,MA_CNTY_CODE,MA_CNTY_DESC,MA_NATN_CODE,MA_NATN_DESC,MA_ASRC_CODE,MA_ASRC_DESC,MA_UNLIST_IND,MA_TELEPHONE,PR_STREET_LINE1,PR_STREET_LINE2,PR_STREET_LINE3,PR_CITY,PR_STAT_CODE,PR_STAT_DESC,PR_ZIP,PR_CNTY_CODE,PR_CNTY_DESC,PR_NATN_CODE,PR_NATN_DESC,PR_ASRC_CODE,PR_ASRC_DESC,PR_UNLIST_IND,PR_TELEPHONE,PA_STREET_LINE1,PA_STREET_LINE2,PA_STREET_LINE3,PA_CITY,PA_STAT_CODE,PA_STAT_DESC,PA_ZIP,PA_CNTY_CODE,PA_CNTY_DESC,PA_NATN_CODE,PA_NATN_DESC,PA_ASRC_CODE,PA_ASRC_DESC,PA_UNLIST_IND,PA_TELEPHONE,FO_STREET_LINE1,FO_STREET_LINE2,FO_STREET_LINE3,FO_CITY,FO_STAT_CODE,FO_STAT_DESC,FO_ZIP,FO_CNTY_CODE,FO_CNTY_DESC,FO_NATN_CODE,FO_NATN_DESC,FO_ASRC_CODE,FO_ASRC_DESC,FO_UNLIST_IND,FO_TELEPHONE,FO_INTL_ACCESS,SUCCESS_CODE,SUCCESS_DESC
4597127,80432450,Roberts,Adam,town,Mary,election,worker,save,international,82505208,once,year,price,news,bag,day,laugh,rock,together,bring,may,among,house,free,21698611,cut,reason,nearly,send,Fall 2022,nearly,article,never,model,box,14,player,Republican,Spring 2024,unit,technology,husband,Fall 2023,citizen,positive,daughter,hot,race,decide,artist,meet,occur,cultural,try,Spring 2024,alone,nothing,send,read,history,rise,table,UG,speech,JR,than,begin,draw,lead,provide,former,fire,any,his,Fall 2022,others,behavior,order,threat,bar,same,remember,head,least,Soccer,into,follow,company,teacher,simple,Fall 2022,UG,somebody,lose,anything,brother,Fall 2023,trial,Spring 2023,church,say,should,performance,easy,sound,good,International Business,theory,free,three,until,it,forward,look,teach,sell,visit,various,animal,really,mean,listen,against,fine,interesting,show,smile,whose,condition,popular,Spring 2023,air,Fall 2022,certain,indicate,war,MS in Finance,police,structure,challenge,light,you,your,prevent,reveal,throw,team,since,report,example,suddenly,kind,such,continue,form,give,table,staff,stock,heart,can,research,bill,ground,Spring 2024,include,subject,eye,thank,structure,all,3.44,2.27,when,matter,adult,capital,3.19,2.18,money,safe,reduce,difference,2.54,3.67,know,student,91,above,2.01,2.86,right,store,off,GR,account,poor,drive,ten,UG,foot,group,character,myself,UG,hand,that,98720860,Tate,Ashley,particular,up,Dr. Johnson,join,kind,trouble,2323729,Horton,Keith,voice,change,history,side,executive,67331880,Kirby,Charles,organization,art,his,could,customer,along,write,2.78,2.3,3.39,3.81,2.62,effect,miss,realize,leemorton@example.org,7018930,behind,future,nice,environment,order,easy,shake,amount,so,blue,why,compare,two,kitchen,by,student,grow,keep,church,act,experience,lead,though,chance,unit,certainly,pattern,white,school,writer,provide,serve,without,thank,travel,agency,involve,tax,place,both,forget,class,degree,cup,get,focus,daughter,deep,man,dog,name,word,lead,century,certain,professional,consumer,spring,seat,entire,claim,eight,character,who,order,allow,eight,wind,peace,above,wife,hair,again,paper,next,talk,that,expert
26239437,73131031,Contreras,Donald,benefit,Ashley,soon,player,stage,data,9055514,money,computer,win,son,nature,they,would,ago,lose,policy,first,table,sure,main,5433146,tax,buy,particularly,office,Spring 2023,industry,seat,option,fact,born,18,shoulder,not,Fall 2023,out,home,magazine,Spring 2024,same,specific,mouth,get,article,soldier,sound,participant,need,defense,high,Spring 2023,section,prevent,laugh,happen,business,listen,ball,UG,manager,JR,bit,factor,be,top,concern,them,five,member,idea,Fall 2022,however,sense,indicate,effect,successful,ask,rich,whether,wrong,Tennis,summer,drive,in,item,lose,Spring 2023,UG,sit,almost,mean,drug,Spring 2023,direction,Spring 2024,mind,chance,stuff,discover,participant,management,even,Entrepreneurship,order,fund,power,visit,win,director,less,word,begin,indicate,direction,politics,after,evidence,think,rather,perform,your,despite,cause,school,music,either,Fall 2022,own,Fall 2023,prepare,seven,here,JD,certainly,attention,answer,page,none,go,to,computer,executive,investment,consumer,major,skill,message,plant,person,various,level,find,allow,until,adult,agreement,eye,trip,crime,begin,Fall 2022,idea,rather,couple,kind,old,myself,3.04,3.66,long,whether,political,sort,2.94,3.65,true,finally,speak,page,3.24,3.28,art,read,92,movement,2.1,2.84,evening,nice,student,UG,run,reflect,after,professor,UG,response,themselves,away,economy,GR,old,network,76782042,Long,Christopher,feeling,purpose,Dr. Johnson,work,in,news,46254316,Valdez,Kelly,debate,offer,ago,choice,along,63238469,Lucas,Bryan,campaign,impact,turn,economy,data,keep,identify,2.95,2.51,3.46,2.36,3.59,budget,way,available,mitchelljack@example.net,14226166,into,draw,major,list,conference,author,debate,answer,seat,six,interesting,anything,road,big,reality,get,choice,behind,range,especially,you,middle,career,myself,simple,scene,we,level,western,box,wind,early,hour,fine,chair,officer,war,fish,thousand,seem,stand,cost,morning,another,number,house,rule,about,if,involve,culture,organization,able,final,author,between,involve,save,outside,company,main,son,top,station,assume,mention,eight,from,different,card,black,magazine,subject,cut,politics,consider,available,point
21431794,24690655,Andrews,Devon,senior,Gabriela,around,maintain,why,involve,44267465,interview,class,room,must,determine,out,positive,wind,environmental,southern,across,herself,state,consumer,39888781,structure,policy,happen,usually,Fall 2023,onto,type,whole,meet,decide,15,share,left,Fall 2022,onto,notice,value,Fall 2023,player,the,really,voice,sit,little,music,able,force,month,recognize,Spring 2023,record,officer,quite,church,beautiful,step,itself,GR,lot,FR,why,yard,along,size,song,foot,its,recent,Mr,Spring 2024,great,body,conference,large,own,will,long,quality,north,,base,someone,mother,reach,per,Fall 2022,GR,system,dream,enough,computer,Spring 2023,perhaps,Fall 2023,matter,these,number,language,like,system,use,Human Resource Management,late,drive,lose,moment,Republican,likely,large,leg,magazine,treatment,discussion,power,window,beautiful,deep,have,audience,table,reduce,option,provide,assume,executive,Fall 2023,space,Fall 2022,including,indicate,important,MS in Finance,nature,drive,environmental,college,his,material,attack,nature,wear,another,method,before,camera,add,girl,friend,until,word,clear,short,second,cup,wide,stand,trial,itself,play,Fall 2023,present,both,itself,player,reality,month,3.54,3.35,yet,will,hospital,wide,3.61,2.06,loss,effort,hundred,per,3.99,2.91,spring,represent,98,look,3.45,3.74,mission,or,understand,UG,paper,popular,region,performance,GR,reduce,hundred,require,yourself,GR,exactly,where,44444030,Luna,John,five,young,Prof. Lee,film,paper,future,58379468,White,Ryan,your,ago,bad,page,want,16875433,Garza,Michael,tax,take,assume,only,participant,body,such,3.83,3.39,2.71,3.82,3.26,condition,happy,up,carl33@example.com,33803314,newspaper,morning,pressure,Democrat,hour,including,official,last,drop,magazine,wonder,will,garden,effort,school,animal,artist,early,air,ability,approach,east,western,before,raise,recognize,skill,join,need,ago,account,how,without,sea,line,similar,travel,nation,interesting,great,water,design,front,feel,probably,technology,spring,recognize,fill,and,although,add,debate,area,speak,officer,indeed,message,history,ten,care,build,serve,gas,receive,fund,memory,big,doctor,arrive,here,since,author,science,plan,mother,word,far
99715306,73315965,Garrett,Krystal,discover,Joseph,think,hot,argue,city,12981756,listen,however,ago,section,after,president,partner,reveal,receive,magazine,job,federal,grow,success,94172737,red,fly,address,skill,Spring 2024,sort,work,enter,owner,sea,15,down,little,Spring 2023,natural,contain,process,Fall 2023,current,Mrs,senior,best,describe,end,general,amount,voice,right,military,Spring 2023,deal,mouth,sport,far,agent,paper,free,GR,stay,SO,interest,anyone,nice,exactly,cut,finally,majority,agency,minute,Spring 2024,economy,prevent,sister,with,assume,relate,investment,lead,to,Tennis,speak,with,security,throw,help,Fall 2023,UG,effect,role,capital,sometimes,Fall 2022,year,Fall 2022,police,doctor,avoid,rock,rest,born,popular,Economics,without,a,eat,business,idea,anything,threat,plant,investment,ahead,red,water,respond,bad,part,use,behind,probably,prepare,wife,laugh,there,into,Fall 2022,four,Fall 2022,west,eat,old,MS in Business Analytics,floor,successful,realize,mean,plant,leave,plant,other,say,security,style,wish,student,economy,remember,south,take,room,church,age,shake,east,against,trade,per,history,exist,Fall 2023,daughter,movement,money,everything,and,benefit,2.01,3.6,trouble,across,us,whole,3.94,2.98,brother,century,for,style,3.94,3.93,newspaper,you,52,positive,3.4,2.12,cut,tend,truth,GR,case,better,design,foreign,GR,with,threat,throughout,common,GR,painting,newspaper,78251275,Ray,John,factor,officer,Dr. Brown,size,white,seek,40232655,Garcia,Jessica,first,wind,surface,your,stay,40515393,Collins,Lindsay,southern,peace,tell,long,share,teacher,thousand,2.0,2.26,2.88,3.51,2.82,simply,movement,unit,psnyder@example.com,59747030,exist,dream,company,where,in,hand,low,suggest,leg,establish,their,college,represent,them,save,Mrs,part,and,rate,project,certainly,we,piece,nor,know,poor,citizen,these,choose,between,treat,common,car,dark,success,month,evening,ball,why,idea,audience,writer,act,huge,green,before,establish,together,concern,charge,meet,assume,wall,read,worry,teacher,believe,have,national,house,wear,well,design,skill,consumer,religious,per,method,structure,suggest,cut,system,modern,reality,hot,different,project,seat
85797729,41470780,Rodriguez,Corey,both,Alexandra,student,month,property,oil,61872478,else,exactly,any,personal,direction,last,treatment,method,these,recognize,send,old,movie,test,93891721,beyond,require,must,simply,Fall 2023,simple,different,paper,dark,new,12,experience,product,Fall 2023,view,back,purpose,Spring 2023,network,guy,rest,Democrat,order,crime,seven,white,indeed,take,most,Spring 2024,produce,issue,support,evening,and,above,building,GR,suggest,SO,whether,activity,lose,particular,dog,it,agency,either,official,Spring 2024,world,kitchen,stay,modern,son,attention,party,task,usually,Tennis,necessary,piece,dream,president,we,Spring 2023,UG,issue,house,during,what,Fall 2022,specific,Spring 2024,line,school,if,four,simple,watch,goal,International Business,stay,word,huge,culture,difference,hair,hospital,answer,expert,simple,option,price,candidate,test,treatment,system,why,chance,give,daughter,leg,indicate,natural,Fall 2022,party,Spring 2024,thousand,follow,home,MA in Economics,PM,test,relationship,when,how,trouble,many,everyone,make,much,parent,become,to,too,health,fine,school,level,cause,create,light,how,move,for,light,wrong,thousand,Spring 2023,step,agency,accept,stay,region,long,3.67,3.36,bed,short,difficult,industry,2.14,2.05,memory,choose,catch,when,3.48,3.91,table,street,43,democratic,2.36,2.08,factor,physical,both,GR,spend,address,officer,go,UG,security,husband,trade,dream,UG,condition,somebody,48516653,Fuentes,Amanda,research,dark,Prof. Lee,learn,defense,grow,19106363,Kent,Elijah,either,seem,can,letter,light,7566340,Clark,Maureen,there,debate,stay,work,society,save,beyond,2.4,2.84,3.72,3.01,3.88,different,throw,individual,athomas@example.net,47566186,benefit,two,play,traditional,anything,rule,single,short,simple,believe,effort,month,usually,finally,different,final,network,claim,arm,two,behind,experience,dinner,news,own,since,employee,worry,short,past,often,describe,health,show,approach,check,company,now,book,here,election,agency,sea,painting,box,both,involve,available,her,phone,appear,head,once,system,provide,year,issue,system,weight,firm,foot,major,both,involve,shoulder,poor,what,product,never,far,rise,low,I,expert,let,how,feeling,game
69208250,55631694,Holloway,Kevin,may,Kimberly,example,participant,third,employee,88717591,know,throw,class,truth,least,wait,important,manager,how,movement,program,half,might,fall,72542764,discussion,camera,one,about,Fall 2022,coach,health,whether,thing,wide,16,scientist,north,Spring 2023,rather,among,prove,Fall 2022,design,window,rest,low,quite,hot,attention,opportunity,western,perhaps,expert,Fall 2023,finish,western,voice,bank,can,hold,data,GR,run,JR,sea,professor,series,human,loss,rest,way,after,civil,Spring 2024,personal,safe,eat,anything,much,whose,still,green,call,,low,would,see,together,level,Fall 2023,GR,nature,story,manager,it,Spring 2023,head,Fall 2023,method,economic,expert,be,fight,majority,war,International Business,staff,Mr,including,fight,various,central,usually,benefit,Democrat,choose,modern,us,century,purpose,woman,tend,resource,glass,discuss,follow,everything,future,out,Fall 2023,generation,Spring 2024,option,big,them,MBA,which,focus,above,actually,general,those,plan,stay,heavy,feel,tough,kid,PM,free,but,news,whose,woman,later,station,street,school,local,say,bank,employee,war,Spring 2024,how,hundred,describe,make,air,life,3.87,2.21,choose,fall,easy,claim,2.66,2.83,style,on,quickly,tax,2.45,3.29,impact,value,115,quickly,3.41,2.33,describe,fire,end,GR,star,need,interest,something,GR,price,not,hope,quickly,UG,might,anything,21923571,Chavez,Stephanie,hospital,box,Dr. Johnson,then,including,box,88019539,Lewis,James,somebody,fear,bring,focus,paper,82354391,Greene,Gabriel,third,purpose,sound,edge,memory,challenge,at,3.62,3.48,2.17,3.58,3.23,writer,car,consider,jennifercampbell@example.com,32758121,may,behavior,share,way,director,long,audience,like,party,mention,policy,ability,Mrs,available,front,nor,attention,see,day,lot,push,side,dinner,professional,economy,which,represent,front,stage,understand,later,north,account,those,office,add,sell,of,man,under,low,treat,describe,gun,score,south,sort,receive,arrive,reflect,spring,tree,skill,step,garden,oil,pick,last,effort,big,former,live,blood,green,explain,law,business,up,language,half,course,few,herself,certainly,bed,send,view,PM
56325608,60600435,Kelly,William,together,Jennifer,heart,song,its,major,13033713,according,source,represent,able,him,song,easy,seven,sometimes,never,indeed,teach,behind,role,17967805,per,color,provide,technology,Spring 2024,difference,social,customer,order,rise,18,there,president,Spring 2024,late,walk,apply,Fall 2023,picture,decade,study,rate,training,growth,environmental,value,politics,production,election,Fall 2023,cell,property,popular,oil,wife,notice,follow,UG,someone,JR,about,new,democratic,race,popular,else,message,serve,bad,Spring 2023,that,soldier,candidate,campaign,structure,different,identify,bank,other,Tennis,pass,gas,possible,democratic,friend,Fall 2022,UG,late,because,minute,police,Spring 2023,general,Spring 2024,prepare,none,not,manager,accept,vote,natural,Management,identify,poor,series,quality,head,blue,concern,back,step,view,various,skill,fear,send,within,another,glass,question,law,entire,show,strategy,someone,Spring 2023,evidence,Fall 2022,in,ground,indeed,MBA,necessary,against,choice,yard,heart,state,ready,food,just,check,decision,degree,care,lay,president,throw,leave,likely,government,bring,somebody,current,also,computer,woman,age,reach,Fall 2022,fund,among,lot,step,at,fight,3.36,3.62,show,develop,trade,agreement,2.53,3.81,job,western,floor,wrong,2.93,3.96,wife,fear,61,walk,2.89,3.14,opportunity,commercial,seat,GR,through,statement,every,participant,GR,begin,science,find,development,GR,none,product,92137599,Hawkins,Andrew,war,side,Prof. Lee,bring,mention,wife,25650428,Stevens,Hunter,future,quickly,policy,after,similar,56124797,Watts,Megan,raise,early,throw,watch,scene,again,according,3.06,3.93,3.37,2.87,3.12,since,ago,record,fgarcia@example.com,98251147,final,with,market,always,throw,nearly,recently,pattern,with,live,each,nor,range,cause,indicate,throughout,left,might,win,admit,sometimes,fear,view,young,look,inside,matter,economic,seat,finish,open,boy,local,per,better,opportunity,become,down,couple,final,thought,sort,organization,claim,stay,save,four,data,position,step,indicate,human,wall,much,forget,party,skill,contain,executive,program,health,but,bag,least,focus,follow,position,step,least,leg,worker,range,friend,area,attention,its,traditional,stay
36691193,23439661,Lopez,Carol,thousand,Troy,put,prove,city,within,27355628,bar,instead,produce,represent,program,summer,according,song,fill,machine,protect,my,race,agent,51555546,music,will,manager,that,Spring 2023,job,society,call,prevent,next,18,big,action,Spring 2023,four,hear,political,Fall 2022,health,join,join,structure,wonder,hour,edge,someone,there,none,power,Spring 2023,late,probably,guess,shake,especially,half,fire,GR,most,FR,movie,line,management,approach,quite,dinner,trade,experience,yes,Fall 2022,lay,decide,beyond,including,research,thus,quality,sing,station,Men's Water Polo,laugh,stop,event,throw,population,Fall 2022,UG,maybe,end,big,station,Fall 2023,color,Fall 2023,Congress,husband,service,see,air,our,pull,Economics,yes,foreign,him,per,senior,issue,letter,interest,poor,any,themselves,town,modern,him,office,allow,thought,life,benefit,card,receive,century,red,Fall 2023,early,Fall 2023,successful,grow,cup,MS in Business Analytics,agreement,hard,ago,across,follow,increase,painting,individual,sign,wrong,yes,range,cup,especially,trade,risk,police,mention,myself,area,throw,course,commercial,goal,off,others,race,Fall 2023,top,or,image,since,direction,ask,2.22,3.63,difference,inside,almost,opportunity,3.63,2.87,society,provide,pick,answer,3.3,2.4,group,officer,114,bar,2.06,3.73,eat,deal,water,UG,employee,because,follow,major,GR,American,two,wall,myself,GR,increase,sometimes,43491677,Rivera,James,left,those,Dr. Smith,serve,man,security,77016081,Lowery,James,away,near,herself,long,close,55155439,Mitchell,Harry,feeling,seat,church,college,easy,close,issue,3.03,3.86,3.23,3.49,2.71,way,wife,size,brownpamela@example.com,44299205,prevent,scene,drive,hit,authority,claim,region,cause,still,day,your,government,great,never,down,throw,record,me,bar,water,institution,region,catch,various,all,seek,around,arm,include,fire,avoid,fast,decade,pattern,standard,put,so,argue,business,remain,threat,friend,your,natural,fish,travel,I,lose,instead,occur,learn,film,his,economic,however,their,democratic,skill,benefit,involve,region,night,hold,miss,kid,stop,difference,alone,his,affect,window,improve,black,road,other,wear,ability,believe
85030064,25884545,Gonzalez,Susan,light,Michael,modern,reflect,recently,still,62408203,girl,understand,anyone,science,area,store,cut,involve,admit,but,relate,describe,future,continue,96340481,inside,interest,team,century,Fall 2023,read,make,though,glass,open,13,particularly,return,Spring 2023,parent,long,discover,Spring 2023,laugh,baby,many,vote,school,seem,operation,yet,break,focus,exist,Fall 2023,focus,eye,collection,guy,wide,run,question,UG,after,SR,himself,deep,much,rise,major,significant,recognize,statement,develop,Fall 2022,if,team,story,six,room,western,read,social,possible,Soccer,seat,seven,home,agency,camera,Spring 2023,GR,behavior,spend,she,start,Fall 2022,out,Fall 2023,establish,quickly,product,growth,green,seat,foot,Accounting,stuff,deep,movement,cold,always,point,form,away,half,deal,official,alone,phone,town,work,catch,each,seek,official,food,foreign,two,discuss,Spring 2023,arm,Fall 2022,perform,candidate,common,,economic,American,maybe,score,yes,player,effort,today,quite,author,time,traditional,lot,attack,heavy,occur,growth,detail,size,left,wear,quality,party,indeed,finally,would,pattern,Spring 2024,show,perform,wrong,blue,doctor,your,3.66,3.59,voice,end,big,development,2.01,3.21,summer,reach,create,letter,2.06,2.44,production,Republican,50,Mrs,2.06,3.26,lose,mind,back,GR,toward,truth,employee,end,GR,thought,share,common,recognize,UG,article,number,82163211,Lewis,Joanna,he,by,Dr. Smith,beautiful,right,adult,8883308,Velasquez,Paul,nothing,then,some,particular,level,15333225,Hill,Carol,first,home,base,management,organization,top,couple,3.64,3.95,3.99,2.34,3.06,even,grow,compare,kevin94@example.com,1269874,growth,also,tell,history,employee,position,need,feeling,stuff,magazine,program,wonder,agency,must,audience,next,main,you,rest,hotel,generation,people,Mr,receive,since,particular,education,possible,energy,than,everybody,name,interesting,really,score,resource,collection,likely,international,use,eat,drop,son,north,administration,easy,type,talk,girl,bit,strategy,sign,experience,federal,win,kitchen,big,stay,Republican,magazine,example,themselves,leg,hot,have,wind,investment,radio,middle,cover,family,likely,indeed,window,whole,cut,their,decide
62374948,30187246,Carter,Nicholas,gas,Ricky,just,agreement,address,security,97745103,seven,listen,perhaps,hot,commercial,hand,open,happy,tonight,remember,baby,send,maintain,realize,16529942,believe,street,key,police,Spring 2023,draw,interview,state,traditional,natural,18,live,when,Fall 2023,always,address,cold,Fall 2022,stuff,check,authority,marriage,majority,wear,adult,successful,also,key,song,Spring 2024,similar,character,clear,security,hit,their,this,UG,time,SO,executive,tonight,instead,raise,seat,role,detail,skin,action,Spring 2024,newspaper,everything,standard,one,thousand,catch,letter,benefit,decision,,great,sister,eight,there,board,Spring 2023,GR,look,owner,do,without,Fall 2023,business,Fall 2022,bill,walk,industry,human,computer,station,professional,Economics,goal,material,training,study,first,occur,themselves,themselves,writer,let,center,east,rather,thing,thought,small,realize,weight,there,rule,artist,occur,before,Fall 2023,listen,Fall 2023,floor,believe,discover,MBA,Mr,win,ability,themselves,black,various,standard,second,role,cause,develop,claim,do,large,enter,hour,five,into,few,me,believe,action,line,share,hear,loss,blue,Fall 2022,plant,table,marriage,exist,become,film,2.79,2.48,thing,technology,certain,lot,2.48,3.7,skin,east,theory,scene,2.69,3.96,store,product,79,answer,2.08,3.73,speech,center,hard,GR,stage,notice,evidence,tell,UG,a,start,individual,according,GR,year,end,18597801,Bell,Kimberly,throughout,surface,Dr. Johnson,state,about,kitchen,84273046,Bradley,Denise,away,establish,source,first,draw,55345788,Barton,Emily,gas,however,until,store,since,north,simply,3.56,3.25,3.79,3.35,3.24,study,their,report,xthomas@example.com,43481600,similar,represent,scene,rate,purpose,budget,city,tree,five,hope,government,election,force,challenge,ahead,whether,not,history,minute,tough,itself,contain,trade,light,half,behind,picture,Democrat,some,everyone,attack,every,defense,serve,wonder,certain,where,hard,special,major,build,join,culture,minute,station,magazine,much,pattern,read,air,forget,oil,receive,sense,safe,result,character,production,consumer,analysis,painting,market,himself,ago,here,certain,choose,dinner,far,letter,ago,industry,he,he,rock,someone,increase,quickly
